cv_id,filename,tier,template,domain,name,seniority,skills_count,experience_count,misc_count,years_exp,pdf_path,gt_path,pdf_exists,gt_exists,time_extract_pymupdf_raw,status_extract_pymupdf_raw,error_extract_pymupdf_raw,time_extract_pymupdf4llm,status_extract_pymupdf4llm,error_extract_pymupdf4llm,time_extract_docling_default,status_extract_docling_default,error_extract_docling_default,time_extract_docling_custom,status_extract_docling_custom,error_extract_docling_custom,chars_pymupdf_raw,chars_pymupdf4llm,chars_docling_default,chars_docling_custom
7416,cv_07416,T4,T2_sidebar_icons,cybersecurity,Troy Houston,senior,24,2,2,6.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07416.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07416.json,True,True,0.01,ok,,3.51,ok,,1.54,ok,,6.21,ok,,0,1339,46,46
7944,cv_07944,T4,T2_sidebar_icons,cybersecurity,Jeffrey Diaz,principal,24,5,1,12.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07944.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07944.json,True,True,0.02,ok,,4.76,ok,,2.19,ok,,4.84,ok,,0,2188,78,78
7064,cv_07064,T4,T2_sidebar_icons,cybersecurity,Laura Stafford,lead,26,5,3,10.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07064.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07064.json,True,True,0.01,ok,,5.61,ok,,1.35,ok,,4.08,ok,,0,2621,78,78
7012,cv_07012,T4,T2_sidebar_icons,data_science,Debra Leonard,senior,19,2,2,6.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07012.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07012.json,True,True,0.01,ok,,3.64,ok,,1.38,ok,,1.42,ok,,0,1209,14,14
7132,cv_07132,T4,T2_sidebar_icons,data_science,Ryan Blevins,mid,23,3,1,4.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07132.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07132.json,True,True,0.01,ok,,4.32,ok,,1.57,ok,,1.55,ok,,0,1581,14,14
7884,cv_07884,T4,T2_sidebar_icons,data_science,Robert Washington,lead,27,2,3,8.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07884.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07884.json,True,True,0.01,ok,,3.78,ok,,1.45,ok,,4.67,ok,,0,1307,62,62
7368,cv_07368,T4,T2_sidebar_icons,data_science,Michael Beard,principal,18,5,3,14.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07368.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07368.json,True,True,0.01,ok,,5.15,ok,,1.41,ok,,3.2,ok,,0,2743,62,62
7984,cv_07984,T4,T2_sidebar_icons,data_science,Rodney Green,mid,20,1,2,3.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07984.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07984.json,True,True,0.01,ok,,3.62,ok,,1.31,ok,,3.5,ok,,0,1157,78,78
7412,cv_07412,T4,T2_sidebar_icons,design,Mrs. Elizabeth Coleman,lead,19,3,3,9.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07412.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07412.json,True,True,0.01,ok,,4.9,ok,,2.16,ok,,4.12,ok,,0,2024,62,62
8360,cv_08360,T4,T2_sidebar_icons,design,Charles Maynard,mid,23,3,2,4.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08360.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08360.json,True,True,0.01,ok,,5.45,ok,,1.56,ok,,4.24,ok,,0,2045,0,0
7356,cv_07356,T4,T2_sidebar_icons,design,Andrew Conner,junior,22,1,3,1.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07356.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07356.json,True,True,0.01,ok,,4.25,ok,,1.5,ok,,1.5,ok,,0,1507,78,78
8352,cv_08352,T4,T2_sidebar_icons,devops,Sara Larson,senior,27,3,3,7.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08352.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08352.json,True,True,0.01,ok,,4.14,ok,,1.49,ok,,4.3,ok,,0,2578,0,0
7836,cv_07836,T4,T2_sidebar_icons,devops,Colin Calderon,senior,33,3,3,7.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07836.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07836.json,True,True,0.01,ok,,4.18,ok,,1.66,ok,,5.99,ok,,0,1645,0,0
7920,cv_07920,T4,T2_sidebar_icons,devops,Brianna Dennis,senior,28,2,2,5.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07920.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07920.json,True,True,0.01,ok,,3.65,ok,,1.44,ok,,1.41,ok,,0,1343,46,46
8436,cv_08436,T4,T2_sidebar_icons,devops,Dr. Andrew Mendez,principal,29,5,3,12.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08436.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08436.json,True,True,0.01,ok,,5.87,ok,,1.73,ok,,1.41,ok,,0,2642,78,78
7556,cv_07556,T4,T2_sidebar_icons,frontend,William Li,principal,26,5,2,12.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07556.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07556.json,True,True,0.01,ok,,5.68,ok,,1.57,ok,,4.11,ok,,0,2377,78,78
8372,cv_08372,T4,T2_sidebar_icons,frontend,Keith Jones,principal,21,4,2,13.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08372.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08372.json,True,True,0.01,ok,,4.81,ok,,2.16,ok,,5.49,ok,,0,3247,14,14
8344,cv_08344,T4,T2_sidebar_icons,frontend,Allison Smith,lead,28,3,3,9.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08344.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08344.json,True,True,0.01,ok,,5.64,ok,,1.57,ok,,5.81,ok,,0,2360,78,78
7364,cv_07364,T4,T2_sidebar_icons,frontend,Beth Jackson,senior,21,2,1,7.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07364.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07364.json,True,True,0.01,ok,,4.26,ok,,1.87,ok,,4.15,ok,,0,1712,78,78
8244,cv_08244,T4,T2_sidebar_icons,frontend,Michelle Russell,lead,20,3,1,11.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08244.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08244.json,True,True,0.01,ok,,4.32,ok,,1.34,ok,,3.41,ok,,0,2042,0,0
7980,cv_07980,T4,T2_sidebar_icons,general_it,Matthew Stephens,mid,24,2,3,4.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07980.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07980.json,True,True,0.01,ok,,4.04,ok,,1.79,ok,,1.87,ok,,0,1476,0,0
8176,cv_08176,T4,T2_sidebar_icons,general_it,Jason Arnold,mid,21,2,2,4.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08176.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08176.json,True,True,0.01,ok,,3.95,ok,,1.6,ok,,5.88,ok,,0,1359,62,62
7892,cv_07892,T4,T2_sidebar_icons,mobile,Raymond Wallace,junior,25,1,2,1.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07892.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07892.json,True,True,0.01,ok,,3.71,ok,,1.21,ok,,4.16,ok,,0,1394,0,0
8160,cv_08160,T4,T2_sidebar_icons,mobile,Vanessa Mclean,senior,27,3,1,5.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08160.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08160.json,True,True,0.01,ok,,4.7,ok,,2.22,ok,,5.16,ok,,0,1983,46,46
7824,cv_07824,T4,T2_sidebar_icons,mobile,David Blake,mid,21,2,3,4.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07824.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07824.json,True,True,0.01,ok,,3.53,ok,,1.27,ok,,1.29,ok,,0,1379,14,14
8312,cv_08312,T4,T2_sidebar_icons,mobile,Thomas Anthony,senior,23,4,2,6.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08312.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08312.json,True,True,0.01,ok,,4.63,ok,,1.3,ok,,3.81,ok,,0,2004,62,62
7812,cv_07812,T4,T2_sidebar_icons,mobile,Katherine Lewis,mid,23,1,1,3.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07812.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07812.json,True,True,0.01,ok,,4.02,ok,,2.04,ok,,5.54,ok,,0,1263,0,0
7196,cv_07196,T4,T2_sidebar_icons,product_management,Wesley Jackson,mid,20,2,3,3.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07196.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07196.json,True,True,0.01,ok,,3.43,ok,,1.2,ok,,4.88,ok,,0,1272,0,0
8348,cv_08348,T4,T2_sidebar_icons,product_management,Mathew Herrera,lead,22,5,3,8.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08348.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08348.json,True,True,0.01,ok,,4.89,ok,,1.52,ok,,4.92,ok,,0,2155,62,62
8424,cv_08424,T4,T2_sidebar_icons,qa_testing,Jason Mora,mid,21,2,3,4.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08424.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08424.json,True,True,0.01,ok,,4.35,ok,,1.57,ok,,4.77,ok,,0,1568,78,78
8384,cv_08384,T4,T2_sidebar_icons,qa_testing,Mr. Samuel Lam,mid,27,1,2,4.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08384.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08384.json,True,True,0.01,ok,,2.93,ok,,1.19,ok,,6.24,ok,,0,1093,0,0
7006,cv_07006,T4,T2_sidebar_left,backend,Michael Colon,senior,22,4,2,6.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07006.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07006.json,True,True,0.01,ok,,4.53,ok,,2.18,ok,,4.08,ok,,0,1993,0,0
7158,cv_07158,T4,T2_sidebar_left,backend,Robert Wyatt,mid,24,1,2,3.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07158.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07158.json,True,True,0.01,ok,,3.42,ok,,1.45,ok,,1.56,ok,,0,1063,0,0
7930,cv_07930,T4,T2_sidebar_left,backend,Timothy Davidson MD,principal,21,4,3,12.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07930.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07930.json,True,True,0.01,ok,,5.0,ok,,1.23,ok,,1.28,ok,,0,2297,0,0
7282,cv_07282,T4,T2_sidebar_left,backend,Michael Roberts,senior,27,2,2,5.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07282.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07282.json,True,True,0.01,ok,,4.59,ok,,2.32,ok,,2.23,ok,,0,1786,0,0
8214,cv_08214,T4,T2_sidebar_left,backend,Maria Martin,lead,31,3,1,11.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08214.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08214.json,True,True,0.01,ok,,4.32,ok,,1.44,ok,,3.22,ok,,0,1671,0,0
7598,cv_07598,T4,T2_sidebar_left,cybersecurity,Austin Montgomery,senior,20,2,3,5.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07598.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07598.json,True,True,0.01,ok,,4.42,ok,,1.83,ok,,2.1,ok,,0,1656,0,0
7982,cv_07982,T4,T2_sidebar_left,cybersecurity,Jason Smith,senior,20,2,3,5.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07982.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07982.json,True,True,0.01,ok,,3.67,ok,,1.33,ok,,1.32,ok,,0,1264,0,0
7222,cv_07222,T4,T2_sidebar_left,cybersecurity,Rebecca Santos,senior,20,4,3,7.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07222.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07222.json,True,True,0.01,ok,,4.65,ok,,1.38,ok,,1.33,ok,,0,2025,0,0
7002,cv_07002,T4,T2_sidebar_left,data_science,Steven Smith DVM,senior,27,2,2,7.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07002.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07002.json,True,True,0.01,ok,,4.67,ok,,1.5,ok,,1.54,ok,,0,1667,0,0
7082,cv_07082,T4,T2_sidebar_left,data_science,Thomas Brown,junior,22,1,2,1.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07082.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07082.json,True,True,0.01,ok,,4.03,ok,,1.46,ok,,1.46,ok,,0,1333,0,0
7842,cv_07842,T4,T2_sidebar_left,data_science,Anthony Reilly,principal,22,4,1,12.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07842.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07842.json,True,True,0.01,ok,,4.75,ok,,1.37,ok,,1.41,ok,,0,1923,0,0
8146,cv_08146,T4,T2_sidebar_left,data_science,Erica Romero,mid,24,2,3,3.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08146.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08146.json,True,True,0.01,ok,,3.7,ok,,1.2,ok,,1.39,ok,,0,1309,0,0
7242,cv_07242,T4,T2_sidebar_left,data_science,Dustin Guerrero,senior,17,2,2,5.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07242.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07242.json,True,True,0.01,ok,,3.73,ok,,1.54,ok,,1.55,ok,,0,1281,0,0
7618,cv_07618,T4,T2_sidebar_left,design,Brian Alvarez,senior,20,3,2,5.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07618.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07618.json,True,True,0.01,ok,,3.89,ok,,2.09,ok,,2.13,ok,,0,1529,0,0
8418,cv_08418,T4,T2_sidebar_left,design,Dustin Robles,principal,19,4,3,15.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08418.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08418.json,True,True,0.01,ok,,4.79,ok,,1.26,ok,,1.35,ok,,0,2198,0,0
7602,cv_07602,T4,T2_sidebar_left,design,Brad Buchanan,junior,19,1,3,1.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07602.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07602.json,True,True,0.01,ok,,3.53,ok,,2.06,ok,,2.13,ok,,0,1240,0,0
8326,cv_08326,T4,T2_sidebar_left,devops,Makayla Delacruz,senior,33,2,2,6.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08326.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08326.json,True,True,0.01,ok,,3.84,ok,,1.57,ok,,4.51,ok,,0,1126,0,0
8366,cv_08366,T4,T2_sidebar_left,devops,Kevin Carr,mid,29,1,3,2.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08366.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08366.json,True,True,0.01,ok,,4.39,ok,,2.12,ok,,2.18,ok,,0,1639,0,0
7266,cv_07266,T4,T2_sidebar_left,devops,Rhonda Alexander DDS,mid,30,2,3,4.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07266.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07266.json,True,True,0.01,ok,,4.33,ok,,1.3,ok,,1.44,ok,,0,1520,0,0
7518,cv_07518,T4,T2_sidebar_left,devops,Mark Baker,lead,36,5,1,11.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07518.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07518.json,True,True,0.02,ok,,6.69,ok,,3.72,ok,,3.92,ok,,0,2333,0,0
8234,cv_08234,T4,T2_sidebar_left,frontend,Steve Guzman,senior,17,3,2,7.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08234.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08234.json,True,True,0.01,ok,,5.15,ok,,1.61,ok,,1.6,ok,,0,2149,0,0
8330,cv_08330,T4,T2_sidebar_left,frontend,Kimberly Wise,lead,23,3,3,9.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08330.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08330.json,True,True,0.01,ok,,4.7,ok,,2.11,ok,,2.31,ok,,0,1925,0,0
7014,cv_07014,T4,T2_sidebar_left,frontend,Kathryn Murray,principal,21,4,2,17.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07014.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07014.json,True,True,0.01,ok,,4.8,ok,,1.71,ok,,1.75,ok,,0,2054,0,0
8074,cv_08074,T4,T2_sidebar_left,frontend,Emily Randall,lead,23,2,3,8.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08074.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08074.json,True,True,0.01,ok,,3.87,ok,,1.75,ok,,1.88,ok,,0,1408,0,0
7094,cv_07094,T4,T2_sidebar_left,frontend,Angela Guzman,senior,23,3,3,6.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07094.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07094.json,True,True,0.01,ok,,5.31,ok,,1.89,ok,,2.03,ok,,0,2136,0,0
7894,cv_07894,T4,T2_sidebar_left,frontend,Cindy Hanson,mid,24,2,1,2.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07894.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07894.json,True,True,0.01,ok,,3.77,ok,,1.35,ok,,1.46,ok,,0,1363,0,0
8162,cv_08162,T4,T2_sidebar_left,general_it,Sonya White,senior,20,3,1,5.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08162.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08162.json,True,True,0.01,ok,,4.28,ok,,2.14,ok,,3.0,ok,,0,1831,0,0
7510,cv_07510,T4,T2_sidebar_left,general_it,Jeffrey Martin,senior,23,3,2,6.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07510.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07510.json,True,True,0.01,ok,,4.55,ok,,1.75,ok,,1.91,ok,,0,1796,0,0
8154,cv_08154,T4,T2_sidebar_left,mobile,Kristen Tucker,mid,24,2,2,2.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08154.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08154.json,True,True,0.01,ok,,3.85,ok,,1.36,ok,,1.38,ok,,0,1329,0,0
7750,cv_07750,T4,T2_sidebar_left,mobile,Susan Austin,lead,26,4,3,11.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07750.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07750.json,True,True,0.01,ok,,5.69,ok,,2.28,ok,,4.1,ok,,0,2506,0,0
7818,cv_07818,T4,T2_sidebar_left,mobile,Terri Mendoza,senior,20,3,2,6.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07818.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07818.json,True,True,0.01,ok,,4.43,ok,,1.19,ok,,1.26,ok,,0,1889,0,0
8138,cv_08138,T4,T2_sidebar_left,mobile,Andrea Meyers,mid,21,2,2,4.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08138.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08138.json,True,True,0.01,ok,,4.23,ok,,2.19,ok,,2.21,ok,,0,1676,0,0
7278,cv_07278,T4,T2_sidebar_left,product_management,Casey Hamilton,senior,21,2,2,7.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07278.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07278.json,True,True,0.01,ok,,3.84,ok,,1.48,ok,,1.49,ok,,0,1405,0,0
7714,cv_07714,T4,T2_sidebar_left,product_management,Robert Bean,principal,24,5,3,12.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07714.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07714.json,True,True,0.01,ok,,4.72,ok,,1.85,ok,,1.95,ok,,0,1947,0,0
7018,cv_07018,T4,T2_sidebar_left,product_management,Ashley Knight,lead,19,3,2,8.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07018.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07018.json,True,True,0.01,ok,,3.77,ok,,1.23,ok,,1.3,ok,,0,1650,0,0
7010,cv_07010,T4,T2_sidebar_left,qa_testing,Samuel Bell,senior,21,3,1,6.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07010.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07010.json,True,True,0.01,ok,,3.93,ok,,1.29,ok,,2.75,ok,,0,1405,0,0
8334,cv_08334,T4,T2_sidebar_left,qa_testing,Tina Medina,lead,19,3,1,9.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08334.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08334.json,True,True,0.01,ok,,3.96,ok,,1.47,ok,,2.39,ok,,0,1607,0,0
7942,cv_07942,T4,T2_sidebar_left,qa_testing,Robert Gaines,lead,20,5,2,8.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07942.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07942.json,True,True,0.01,ok,,5.3,ok,,1.92,ok,,2.77,ok,,0,2332,0,0
7079,cv_07079,T4,T3_table,backend,Paul Smith,senior,23,4,3,6.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07079.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07079.json,True,True,0.01,ok,,5.07,ok,,1.41,ok,,3.01,ok,,0,1919,0,0
8379,cv_08379,T4,T3_table,backend,Anna James,intern,24,1,3,0.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_08379.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_08379.json,True,True,0.01,ok,,3.25,ok,,1.48,ok,,2.66,ok,,0,986,0,0
7387,cv_07387,T4,T3_table,backend,Michael Colon,mid,27,2,2,2.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07387.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07387.json,True,True,0.01,ok,,3.9,ok,,1.47,ok,,2.72,ok,,0,1330,0,0
7003,cv_07003,T4,T3_table,backend,Tamara Nelson,principal,23,5,3,12.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07003.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07003.json,True,True,0.01,ok,,6.18,ok,,1.36,ok,,3.59,ok,,0,2515,0,0
7695,cv_07695,T4,T3_table,backend,Eric Cole,lead,31,4,3,10.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_07695.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_07695.json,True,True,0.02,ok,,5.33,ok,,2.27,ok,,4.28,ok,,0,2178,0,0
